央卫V6,#genre#
明星大片,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
精品萌宠,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
金牌综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8

iHOT频道,#genre#
iHOT爱院线,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000034/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000034&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱科幻,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000033&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱浪漫,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000035/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000035&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱喜剧,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000032/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000032&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱悬疑,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000036/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000036&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱赛车,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000055/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000055&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱体育,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000060/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000060&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱奇谈,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000058/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000058&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱玩具,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000053/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000053&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱旅行,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000056/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000056&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱幼教,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000049/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000049&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱谍战,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000038/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000038&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱历史,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000046/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000046&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱科学,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000047/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000047&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱动漫,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000059/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000059&IASHttpSessionId=OTT19019320240419154124000281

埋堆堆,#genre#
埋堆堆1,http://cfss.cc/cdn/hy/23749096.flv
埋堆堆2,http://cfss.cc/cdn/hy/23735126.flv
埋堆堆3,http://cfss.cc/cdn/hy/23865152.flv
埋堆堆4,http://cfss.cc/cdn/hy/23903196.flv
埋堆堆5,http://cfss.cc/cdn/hy/23740156.flv
埋堆堆6,http://cfss.cc/cdn/hy/23728660.flv
埋堆堆7,http://cfss.cc/cdn/hy/23865058.flv
埋堆堆8,http://cfss.cc/cdn/hy/23734183.flv
埋堆堆9,http://cfss.cc/cdn/hy/23865036.flv
埋堆堆10,http://cfss.cc/cdn/hy/23734246.flv
埋堆堆11,http://cfss.cc/cdn/hy/23863796.flv
埋堆堆12,http://cfss.cc/cdn/hy/23749083.flv
埋堆堆13,http://cfss.cc/cdn/hy/23824164.flv
埋堆堆14,http://cfss.cc/cdn/hy/23863804.flv
埋堆堆15,http://cfss.cc/cdn/hy/23865142.flv
埋堆堆16,http://cfss.cc/cdn/hy/23903183.flv
埋堆堆17,http://cfss.cc/cdn/hy/23903130.flv
埋堆堆18,http://cfss.cc/cdn/hy/23734169.flv

电影轮播,#genre#
电影_星爷,http://cfss.cc/cdn/hy/11342412.flv
电影_英叔,http://cfss.cc/cdn/hy/11342421.flv
电影_发哥,http://cfss.cc/cdn/hy/11342387.flv
电影_成龙,http://cfss.cc/cdn/hy/11342386.flv
电影_王晶,http://cfss.cc/cdn/hy/11602058.flv
电影_沈腾,http://cfss.cc/cdn/hy/11601968.flv
电影_黄渤,http://cfss.cc/cdn/hy/11352876.flv
电影_强森,http://cfss.cc/cdn/hy/21059581.flv
电影_漫威,http://cfss.cc/cdn/hy/11602034.flv
电影_宇宙,http://cfss.cc/cdn/hy/11342428.flv
电影_怪兽,http://cfss.cc/cdn/hy/21059577.flv
电影_武侠,http://cfss.cc/cdn/hy/11342427.flv
电影_警匪,http://cfss.cc/cdn/hy/11352886.flv
电影_罪犯,http://cfss.cc/cdn/hy/11352962.flv
电影_枪战,http://cfss.cc/cdn/hy/21059579.flv
电影_海盗,http://cfss.cc/cdn/hy/21059595.flv
电影_赛车,http://cfss.cc/cdn/hy/11279247.flv
电影_推荐,http://cfss.cc/cdn/hy/11602041.flv
电影_救援,http://cfss.cc/cdn/hy/21059594.flv
电影_热血,http://cfss.cc/cdn/hy/11352934.flv
电影_盗墓,http://cfss.cc/cdn/hy/21059552.flv
电影_贺岁,http://cfss.cc/cdn/hy/11601971.flv
电影_玄幻,http://cfss.cc/cdn/hy/11342414.flv
电影_谍战,http://cfss.cc/cdn/hy/21059585.flv
电影_战争,http://cfss.cc/cdn/hy/21059592.flv
电影_喜剧,http://cfss.cc/cdn/hy/11352877.flv
电影_港片,http://cfss.cc/cdn/hy/11602043.flv
电影_国产,http://cfss.cc/cdn/hy/11352973.flv
电影_周星星,http://cfss.cc/cdn/hy/11336587.flv
电影_李连杰,http://cfss.cc/cdn/hy/11342390.flv
电影_洪金宝,http://cfss.cc/cdn/hy/11279251.flv
电影_梁家辉,http://cfss.cc/cdn/hy/11342429.flv
电影_许冠英,http://cfss.cc/cdn/hy/11601972.flv
电影_刘德华,http://cfss.cc/cdn/hy/11342424.flv
电影_斯坦森,http://cfss.cc/cdn/hy/21059588.flv
电影_小鬼头,http://cfss.cc/cdn/hy/11352963.flv
电影_八点档,http://cfss.cc/cdn/hy/880261.flv
电影_蜘蛛侠,http://cfss.cc/cdn/hy/21059599.flv
电影_贺岁片,http://cfss.cc/cdn/hy/11601986.flv
电影_功夫片,http://cfss.cc/cdn/hy/11352941.flv
电影_黑帮片,http://cfss.cc/cdn/hy/11336719.flv
电影_丧尸片,http://cfss.cc/cdn/hy/21059578.flv
电影_灾难片,http://cfss.cc/cdn/hy/11602075.flv
电影_谍战片,http://cfss.cc/cdn/hy/21059587.flv
电影_战争片,http://cfss.cc/cdn/hy/21059574.flv
电影_犯罪片,http://cfss.cc/cdn/hy/11352974.flv
电影_古装片,http://cfss.cc/cdn/hy/11336590.flv
电影_高分动作,http://cfss.cc/cdn/hy/11352884.flv
电影_动作电影,http://cfss.cc/cdn/hy/11602077.flv
电影_搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
电影_喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
电影_欢笑影院,http://cfss.cc/cdn/hy/11352894.flv
电影_不挤影院,http://cfss.cc/cdn/hy/11352897.flv
电影_国产悬疑,http://cfss.cc/cdn/hy/11342395.flv
电影_快意江湖,http://cfss.cc/cdn/hy/11342435.flv
电影_黑帮斗争,http://cfss.cc/cdn/hy/11342419.flv
电影_古墓系列,http://cfss.cc/cdn/hy/11352913.flv
电影_嫣然影厅,http://cfss.cc/cdn/hy/11601977.flv
电影_女神系列,http://cfss.cc/cdn/hy/11336571.flv
电影_经典女神,http://cfss.cc/cdn/hy/11352909.flv
电影_许氏三杰,http://cfss.cc/cdn/hy/11602033.flv
电影_经典港片,http://cfss.cc/cdn/hy/11352965.flv
电影_镖行天下,http://cfss.cc/cdn/hy/11352969.flv
电影_高能反转,http://cfss.cc/cdn/hy/11352887.flv
电影_喜乐影院,http://cfss.cc/cdn/hy/21059580.flv
电影_蘑菇影厅,http://cfss.cc/cdn/hy/11601981.flv
电影_搞笑恐怖,http://cfss.cc/cdn/hy/11601960.flv
电影_死神来了,http://cfss.cc/cdn/hy/11352903.flv
电影_变形金刚,http://cfss.cc/cdn/hy/21059596.flv
电影_怪兽系列,http://cfss.cc/cdn/hy/21059554.flv
大吉大利影院,https://pull.kktv8.com/livekktv/128600025.flv

影视频道,#genre#
芒果1,http://zby.xjqxz.top/dsdsj1/live.m3u8
芒果2,http://zby.xjqxz.top/gzwxj/live.m3u8
芒果3,http://zby.xjqxz.top/gzdsj1/live.m3u8
芒果4,http://zby.xjqxz.top/gzdsj3/live.m3u8
芒果5,http://zby.xjqxz.top/gzdsj4/live.m3u8
芒果6,http://zby.xjqxz.top/kzzypd/live.m3u8
芒果7,http://zby.xjqxz.top/dzzypd3/live.m3u8
电视剧场一,http://cfss.cc/cdn/hy/29465862.flv
电视剧场二,http://cfss.cc/cdn/hy/11336591.flv
电视剧场三,http://cfss.cc/cdn/hy/21059563.flv
电视剧场四,http://cfss.cc/cdn/hy/26355783.flv
电视剧场五,http://cfss.cc/cdn/hy/11352912.flv
电视剧场六,http://cfss.cc/cdn/hy/11352936.flv
电视剧场七,http://cfss.cc/cdn/hy/21059630.flv
电视剧场八,http://cfss.cc/cdn/hy/26355775.flv
电视剧场九,http://cfss.cc/cdn/hy/21059594.flv
电视剧场十,http://cfss.cc/cdn/hy/11336592.flv
电视剧场十一,http://cfss.cc/cdn/hy/11602088.flv

电视剧频道,#genre#
新三国,http://cfss.cc/cdn/hy/11352944.flv
陈翔六点半,http://cfss.cc/cdn/hy/11274154.flv
报告老板,http://cfss.cc/cdn/hy/26355835.flv
老三国,http://cfss.cc/cdn/hy/11602081.flv
纪晓岚,http://cfss.cc/cdn/hy/11342396.flv
新水浒,http://cfss.cc/cdn/hy/11342384.flv
庆余年,http://cfss.cc/cdn/hy/11352960.flv
雍正王朝,http://cfss.cc/cdn/hy/11342439.flv
士兵突击,http://cfss.cc/cdn/hy/11342430.flv
爱情公寓,http://cfss.cc/cdn/hy/11336726.flv
家有儿女,http://cfss.cc/cdn/hy/11352872.flv
勇敢的心,http://cfss.cc/cdn/hy/11602037.flv
地下交通站,http://cfss.cc/cdn/hy/11342433.flv
杨紫,http://cfss.cc/cdn/hy/11336593.flv
邻里一家亲,http://cfss.cc/cdn/hy/11342426.flv
死神来了,http://cfss.cc/cdn/hy/11352903.flv
斗罗大陆,http://cfss.cc/cdn/hy/11352906.flv
小马的直播间,http://cfss.cc/cdn/hy/23749096.flv
孙悟空,http://cfss.cc/cdn/hy/23735126.flv
中国功夫,http://cfss.cc/cdn/hy/11352941.flv
花千骨,http://cfss.cc/cdn/hy/26355839.flv
龙门镖局,http://cfss.cc/cdn/hy/11352874.flv
父母爱情,http://cfss.cc/cdn/hy/11602071.flv
医馆笑传,http://cfss.cc/cdn/hy/11352891.flv
康熙大帝,http://cfss.cc/cdn/hy/11352940.flv
新雪豹,http://cfss.cc/cdn/hy/29580970.flv
朱元璋,http://cfss.cc/cdn/hy/29910845.flv
张卫健版西游记,http://cfss.cc/cdn/hy/23728660.flv
楚汉骄雄,http://cfss.cc/cdn/hy/23740156.flv
鹿鼎记小春版,http://cfss.cc/cdn/hy/23865080.flv
天龙八部97版,http://cfss.cc/cdn/hy/23903123.flv
刑事侦缉档案,http://cfss.cc/cdn/hy/23734169.flv
寻秦记,http://cfss.cc/cdn/hy/23864973.flv
法证先锋,http://cfss.cc/cdn/hy/23863804.flv
陀枪师姐,http://cfss.cc/cdn/hy/23860039.flv
笑傲江湖,http://cfss.cc/cdn/hy/23865142.flv
洗冤录,http://cfss.cc/cdn/hy/23903130.flv
倚天屠龙记,http://cfss.cc/cdn/hy/23734246.flv
神雕侠侣,http://cfss.cc/cdn/hy/23865171.flv
鉴证实录,http://cfss.cc/cdn/hy/23903183.flv
创世纪,http://cfss.cc/cdn/hy/23749083.flv
孙红雷,http://cfss.cc/cdn/hy/11601970.flv
使徒行者,http://cfss.cc/cdn/hy/23734256.flv
金枝欲孽,http://cfss.cc/cdn/hy/23865036.flv
大唐双龙传,http://cfss.cc/cdn/hy/23728674.flv
妙手仁心,http://cfss.cc/cdn/hy/23829543.flv
扫黄先锋,http://cfss.cc/cdn/hy/23903196.flv
笑看风云,http://cfss.cc/cdn/hy/23865058.flv
秦始皇,http://cfss.cc/cdn/hy/21059634.flv
大时代,http://cfss.cc/cdn/hy/23865161.flv
外科医生,http://cfss.cc/cdn/hy/29982672.flv
梁朝伟版鹿鼎记,http://cfss.cc/cdn/hy/23734183.flv
雀刀门传奇,http://cfss.cc/cdn/hy/11352963.flv
经典港剧,http://cfss.cc/cdn/hy/11352965.flv
鬼吹灯,http://cfss.cc/cdn/hy/11352883.flv
魏璎珞,http://cfss.cc/cdn/hy/26355864.flv
龙岭迷窟,http://cfss.cc/cdn/hy/29465863.flv
毛骗,http://cfss.cc/cdn/hy/26355791.flv
鬼吹灯全集,http://cfss.cc/cdn/hy/29768105.flv
云南虫谷,http://cfss.cc/cdn/hy/11352898.flv
贺岁喜剧,http://cfss.cc/cdn/hy/11601986.flv
新白娘子传奇,http://cfss.cc/cdn/hy/26355768.flv
张卫健版鹿鼎记,http://cfss.cc/cdn/hy/26355806.flv
86版西游记,http://cfss.cc/cdn/hy/26355861.flv
经典宫斗剧,http://cfss.cc/cdn/hy/26355845.flv
宫斗剧,http://cfss.cc/cdn/hy/29465868.flv
宝莲灯前传,http://cfss.cc/cdn/hy/21059557.flv
万万没想到,http://cfss.cc/cdn/hy/26355850.flv
盛世大唐,http://cfss.cc/cdn/hy/26355763.flv
陆小凤,http://cfss.cc/cdn/hy/29808803.flv
王子变青蛙,http://cfss.cc/cdn/hy/11601964.flv
绝代双骄,http://cfss.cc/cdn/hy/29465867.flv
橘生淮南，暗恋成诗,http://cfss.cc/cdn/hy/29982670.flv
十大奇冤,http://cfss.cc/cdn/hy/11352899.flv
古装剧集,http://cfss.cc/cdn/hy/11601979.flv
新雪豹,http://cfss.cc/cdn/hy/29580970.flv
芈月传,http://cfss.cc/cdn/hy/11352975.flv
有翡(试播),http://cfss.cc/cdn/hy/29580970.flv
胡斐(试播),http://cfss.cc/cdn/hy/26355765.flv
国产科幻(试播),http://cfss.cc/cdn/hy/11602077.flv

上海频道,#genre#
上海新闻,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226620/index.m3u8
上海都市,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226753/index.m3u8
上海外语,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226201/index.m3u8
生活时尚,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226358/index.m3u8
纪实人文,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226174/index.m3u8
第一财经,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226172/index.m3u8

内蒙古频道,#genre#
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
内蒙古蒙古语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
内蒙古新闻综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800
内蒙古经济生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
内蒙古少儿频道,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
内蒙古文体娱乐,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800
内蒙古农牧频道,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
内蒙古蒙古语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=2250268a1d326dbbc4cbf0ba32649ca5&txTime=771E8800
呼和浩特新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=70072e9dff1f4042fcefde5b001af668&txTime=771E8800
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=d5a1fe0898512f4a1d513bc0f9c5b751&txTime=771E8800
鄂尔多斯新闻综合,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=b7f46f8c1bcd9e2db3aa285e7afd6255&txTime=771E8800#http://live.nxw.org.cn/lsdream/h2mxgj4/1000/live.m3u8
鄂尔多斯蒙语综合,http://live.nxw.org.cn/lsdream/3lZr8dK/1000/live.m3u8
鄂尔多斯经济服务,http://live.nxw.org.cn/lsdream/ogvfqcp/1000/live.m3u8
巴彦淖尔新闻综合,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=7b16e82a11c42b867ae27383922ef7f9&txTime=771E8800
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=08be8d464e60db2c3aa1e8e7d742f71d&txTime=771E8800
乌兰察布新闻综合,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=8bca81250fd7df3b633efcbb6150b0c6&txTime=771E8800#https://pluslive.wrbtv.cn/xwzhpd/sd/live.m3u8
乌兰察布经济生活,https://pluslive.wrbtv.cn/jjshpd/sd/live.m3u8
乌海新闻综合,https://livestream-bt.nmtv.cn/nmtv/2355general.flv?txSecret=4b1c770f6c2a717ee67ab3865240dc16&txTime=771E8800
乌海都市生活,http://live.wuhainews.org.cn/dssh/sd/live.m3u8
呼伦贝尔新闻综合,https://livestream-bt.nmtv.cn/nmtv/2356general.flv?txSecret=f9a77d4f3d9543d325fd621d0c096d5b&txTime=771E8800
兴安盟新闻综合,https://livestream-bt.nmtv.cn/nmtv/2357general.flv?txSecret=863352ad641057c3bad76a48aefde5e1&txTime=771E8800
通辽新闻综合,https://livestream-bt.nmtv.cn/nmtv/2353general.flv?txSecret=5ed171e7a45b406e31075023030f18cb&txTime=771E8800
锡林郭勒新闻综合,https://livestream-bt.nmtv.cn/nmtv/2346general.flv?txSecret=83637acace4ab7d20da4844d2954c71a&txTime=771E8800
阿拉善新闻综合,https://livestream-bt.nmtv.cn/nmtv/2347general.flv?txSecret=1152410b316282d3e0c066f360e14a38&txTime=771E8800
鄂尔多斯鄂托克旗,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8
呼伦贝尔鄂温克旗,http://pili-live-hls.nmgapp12019.sobeylive.com/nmgapp12019/live169742765819039.m3u8
赤峰元宝山综合,http://l2yx82zv.live2.danghongyun.com/live/hls/8be0890a1b0c4d7aaf80b51ea8646682/5a8988f5ecc64986a19aa9b6b3a052a6-1.m3u8

黑龙江频道,#genre#
黑龙江都市,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
黑龙江农业科教,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
哈尔滨新闻综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226434/index.m3u8
齐齐哈尔新闻综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8
齐齐哈尔经济法治,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226555/index.m3u8
佳木斯新闻综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
大庆新闻综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226484/index.m3u8
大庆教育频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8
双鸭山综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226529/index.m3u8
鹤岗新闻综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
漠河综合频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226535/index.m3u8
牡丹江新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8

吉林频道,#genre#
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
松原公共,http://stream8.jlntv.cn/sytv2/sd/live.m3u8
珲春综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
永吉综合,http://stream10.jlntv.cn/yongji/sd/live.m3u8
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8
通化综合,http://stream5.jlntv.cn/thx/sd/live.m3u8
江源综合,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8
东辽综合,http://stream5.jlntv.cn/dl/sd/live.m3u8
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8

浙江频道,#genre#
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
数码时代,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
义乌新闻综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?

江苏频道,#genre#
南京教科,http://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
苏州-1,rtmp://csztv.2500sz.com/live/c01
苏州-2,rtmp://csztv.2500sz.com/live/c02
苏州-3,rtmp://csztv.2500sz.com/live/c03
苏州-5,rtmp://csztv.2500sz.com/live/c04
盐城3套,https://live1yc.0515yc.cn/ycst03/sd/live.m3u8?_upt=063361c91707142304
